,Unnamed: 0,class,year,month,day,hour,minute,second,length,f0,f1,path
1989,1989,MP,2021,1,3,16,46,7.96,5.96,,,
1990,1990,MP,2021,1,3,16,46,21.32,6.52,,,
1991,1991,MP,2021,1,3,16,51,28.52,4.16,,,
1992,1992,MP,2021,1,3,16,52,53.32,4.12,,,
1993,1993,ROCKFALL,2021,1,3,16,54,29.76,37.88,,,
1994,1994,VTB,2021,1,3,16,56,5.92,15.64,,,
1995,1995,MP,2021,1,3,16,58,7.16,7.04,,,
1996,1996,ROCKFALL,2021,1,3,17,1,30.48,29.2,,,
1997,1997,MP,2021,1,3,17,3,18.08,7.04,,,
1998,1998,GASBURST,2021,1,3,17,3,51.6,11.96,,,
1999,1999,MP,2021,1,3,17,5,2.64,6.92,,,
2000,2000,GASBURST,2021,1,3,17,7,24.4,13.44,,,
2001,2001,MP,2021,1,3,17,9,56.08,7.32,,,
2002,2002,MP,2021,1,3,17,14,34.64,6.92,,,
2003,2003,MP,2021,1,3,17,15,25.68,6.48,,,
2004,2004,MP,2021,1,3,17,24,26.16,6.0,,,
2005,2005,VTB,2021,1,3,17,24,34.72,12.8,,,
2006,2006,ROCKFALL,2021,1,3,17,29,49.8,53.64,,,
2007,2007,GASBURST,2021,1,3,17,31,55.24,26.68,,,
2008,2008,ROCKFALL,2021,1,3,17,37,1.28,84.32,,,
2009,2009,GASBURST,2021,1,3,17,43,19.4,27.72,,,
2010,2010,MP,2021,1,3,17,46,11.24,7.12,,,
2011,2011,ROCKFALL,2021,1,3,17,54,26.2,74.96,,,
2012,2012,MP,2021,1,3,18,5,42.28,8.36,,,
2013,2013,GASBURST,2021,1,3,18,6,12.12,9.92,,,
2014,2014,GASBURST,2021,1,3,18,10,23.6,33.6,,,
2015,2015,MP,2021,1,3,18,11,45.84,8.92,,,
2016,2016,MP,2021,1,3,18,14,41.32,7.84,,,
2017,2017,MP,2021,1,3,18,20,5.96,12.44,,,
2018,2018,MP,2021,1,3,18,24,29.68,10.32,,,
2019,2019,VTB,2021,1,3,18,25,32.8,19.4,,,
2020,2020,VTB,2021,1,3,18,26,14.16,12.44,,,
2021,2021,MP,2021,1,3,18,26,41.08,9.08,,,
2022,2022,MP,2021,1,3,18,27,8.6,7.12,,,
2023,2023,MP,2021,1,3,18,27,51.84,6.48,,,
2024,2024,MP,2021,1,3,18,29,29.84,6.84,,,
2025,2025,MP,2021,1,3,18,30,7.84,7.76,,,
2026,2026,VTB,2021,1,3,18,31,9.64,37.16,,,
2027,2027,MP,2021,1,3,18,32,8.12,6.44,,,
2028,2028,MP,2021,1,3,18,32,34.36,6.2,,,
2029,2029,MP,2021,1,3,18,32,49.72,12.48,,,
2030,2030,MP,2021,1,3,18,34,31.52,7.92,,,
2031,2031,VTB,2021,1,3,18,34,59.52,15.96,,,
2032,2032,MP,2021,1,3,18,35,49.92,6.8,,,
2033,2033,MP,2021,1,3,18,36,1.96,6.68,,,
2034,2034,MP,2021,1,3,18,36,41.84,6.72,,,
2035,2035,MP,2021,1,3,18,37,14.52,4.6,,,
2036,2036,VTB,2021,1,3,18,37,20.52,15.36,,,
2037,2037,MP,2021,1,3,18,37,53.08,6.84,,,
2038,2038,MP,2021,1,3,18,41,46.44,9.84,,,
2039,2039,VTB,2021,1,3,18,42,14.0,37.28,,,
2040,2040,MP,2021,1,3,18,43,6.2,6.44,,,
2041,2041,MP,2021,1,3,18,43,21.44,5.64,,,
2042,2042,MP,2021,1,3,18,44,9.8,9.0,,,
2043,2043,MP,2021,1,3,18,45,32.48,11.28,,,
2044,2044,MP,2021,1,3,18,46,26.36,9.8,,,
2045,2045,MP,2021,1,3,18,49,26.36,7.52,,,
2046,2046,MP,2021,1,3,18,50,8.56,10.0,,,
2047,2047,VTB,2021,1,3,18,50,23.84,38.24,,,
2048,2048,ROCKFALL,2021,1,3,18,53,40.76,71.4,,,
2049,2049,VTB,2021,1,3,18,55,10.64,14.04,,,
2050,2050,GASBURST,2021,1,3,18,55,47.52,11.88,,,
2051,2051,MP,2021,1,3,18,56,37.56,7.48,,,
2052,2052,MP,2021,1,3,18,57,42.92,8.24,,,
2053,2053,MP,2021,1,3,18,57,59.48,6.16,,,
2054,2054,MP,2021,1,3,18,59,33.48,7.56,,,
2055,2055,MP,2021,1,3,18,59,47.56,5.8,,,
2056,2056,MP,2021,1,3,19,1,12.08,7.08,,,
2057,2057,MP,2021,1,3,19,1,48.76,7.24,,,
2058,2058,ROCKFALL,2021,1,3,19,2,54.32,24.2,,,
2059,2059,MP,2021,1,3,19,6,39.32,6.96,,,
2060,2060,MP,2021,1,3,19,7,24.32,7.08,,,
2061,2061,VTB,2021,1,3,19,7,53.24,14.48,,,
2062,2062,VTB,2021,1,3,19,8,10.04,13.64,,,
2063,2063,MP,2021,1,3,19,8,53.2,6.24,,,
2064,2064,VTB,2021,1,3,19,11,19.8,17.6,,,
2065,2065,MP,2021,1,3,19,15,0.4,7.48,,,
2066,2066,MP,2021,1,3,19,17,40.32,6.76,,,
2067,2067,MP,2021,1,3,19,18,15.0,6.56,,,
2068,2068,ROCKFALL,2021,1,3,19,20,1.32,22.88,,,
2069,2069,MP,2021,1,3,19,33,29.0,6.08,,,
2070,2070,ROCKFALL,2021,1,3,19,35,5.64,48.08,,,
2071,2071,ROCKFALL,2021,1,3,19,35,53.84,21.16,,,
2072,2072,MP,2021,1,3,19,37,36.36,5.8,,,
2073,2073,MP,2021,1,3,19,38,36.08,5.8,,,
2075,2075,ROCKFALL,2021,1,3,19,40,21.08,17.48,,,
2076,2076,VTB,2021,1,3,19,43,45.64,12.28,,,
2077,2077,MP,2021,1,3,19,44,33.96,7.72,,,
2078,2078,MP,2021,1,3,19,45,22.92,6.92,,,
2079,2079,GASBURST,2021,1,3,19,46,28.32,11.12,,,
2080,2080,VTB,2021,1,3,19,46,55.44,13.92,,,
2081,2081,ROCKFALL,2021,1,3,19,47,56.56,20.72,,,
2082,2082,VTB,2021,1,3,19,49,32.64,14.64,,,
2083,2083,MP,2021,1,3,19,51,0.12,5.72,,,
2084,2084,VTB,2021,1,3,19,51,27.0,14.88,,,
2085,2085,MP,2021,1,3,19,52,57.84,8.32,,,
2086,2086,MP,2021,1,3,19,57,31.4,10.72,,,
2087,2087,ROCKFALL,2021,1,3,19,58,15.88,70.48,,,
2088,2088,MP,2021,1,3,20,9,29.72,7.08,,,
2089,2089,ROCKFALL,2021,1,3,20,15,17.48,92.52,,,
2090,2090,MP,2021,1,3,20,18,35.08,6.56,,,
2091,2091,MP,2021,1,3,20,18,52.4,6.28,,,
2093,2093,GASBURST,2021,1,3,20,27,8.56,15.44,,,
2094,2094,MP,2021,1,3,20,30,33.04,6.32,,,
2095,2095,GASBURST,2021,1,3,20,34,24.56,13.52,,,
2096,2096,MP,2021,1,3,20,35,25.8,7.68,,,
2097,2097,MP,2021,1,3,20,39,0.2,6.64,,,
2098,2098,ROCKFALL,2021,1,3,20,41,17.6,26.2,,,
2099,2099,MP,2021,1,3,20,44,14.0,7.48,,,
2100,2100,GASBURST,2021,1,3,20,51,56.64,9.84,,,
2101,2101,MP,2021,1,3,20,52,6.68,6.12,,,
2102,2102,GASBURST,2021,1,3,20,57,19.64,14.24,,,
2103,2103,MP,2021,1,3,21,0,12.68,6.8,,,
2104,2104,MP,2021,1,3,21,0,41.56,6.72,,,
2105,2105,MP,2021,1,3,21,1,49.04,6.52,,,
2106,2106,MP,2021,1,3,21,2,50.16,7.52,,,
2107,2107,MP,2021,1,3,21,3,11.24,6.36,,,
2108,2108,MP,2021,1,3,21,3,27.96,9.96,,,
2109,2109,MP,2021,1,3,21,3,51.92,7.44,,,
2110,2110,MP,2021,1,3,21,5,18.24,6.56,,,
2111,2111,MP,2021,1,3,21,7,57.08,7.64,,,
2112,2112,MP,2021,1,3,21,12,55.92,7.28,,,
2113,2113,MP,2021,1,3,21,19,21.4,6.04,,,
2114,2114,MP,2021,1,3,21,19,43.72,7.76,,,
2115,2115,MP,2021,1,3,21,21,7.48,6.08,,,
2116,2116,MP,2021,1,3,21,22,28.4,6.96,,,
2117,2117,GASBURST,2021,1,3,21,22,59.64,13.44,,,
2118,2118,MP,2021,1,3,21,23,26.8,5.88,,,
2119,2119,MP,2021,1,3,21,24,51.04,6.0,,,
2120,2120,MP,2021,1,3,21,25,25.2,5.92,,,
2121,2121,MP,2021,1,3,21,25,31.4,6.96,,,
2122,2122,MP,2021,1,3,21,30,13.84,6.72,,,
2123,2123,VTB,2021,1,3,21,34,39.12,34.88,,,
2124,2124,MP,2021,1,3,21,38,42.0,6.96,,,
2125,2125,ROCKFALL,2021,1,3,21,39,21.48,75.16,,,
2126,2126,MP,2021,1,3,21,41,52.76,7.0,,,
2127,2127,VTB,2021,1,3,21,43,26.0,12.8,,,
2128,2128,MP,2021,1,3,21,45,2.12,7.32,,,
2129,2129,MP,2021,1,3,21,46,46.92,5.76,,,
2130,2130,GASBURST,2021,1,3,21,48,20.64,11.52,,,
2131,2131,MP,2021,1,3,21,52,53.96,6.84,,,
2132,2132,MP,2021,1,3,21,53,9.76,7.48,,,
2133,2133,VTB,2021,1,3,21,56,18.76,32.84,,,
2134,2134,VTB,2021,1,3,21,56,59.76,15.64,,,
2135,2135,ROCKFALL,2021,1,3,21,59,30.56,36.64,,,
2136,2136,MP,2021,1,3,22,0,9.36,6.2,,,
2137,2137,GASBURST,2021,1,3,22,1,29.84,11.88,,,
2138,2138,MP,2021,1,3,22,7,2.08,6.2,,,
2139,2139,MP,2021,1,3,22,8,21.6,7.6,,,
2140,2140,MP,2021,1,3,22,13,58.16,6.28,,,
2141,2141,MP,2021,1,3,22,15,1.72,6.32,,,
2142,2142,MP,2021,1,3,22,16,54.24,6.68,,,
2143,2143,GASBURST,2021,1,3,22,19,45.32,9.64,,,
2144,2144,MP,2021,1,3,22,20,42.6,7.44,,,
2145,2145,VTB,2021,1,3,22,20,47.8,19.96,,,
2146,2146,MP,2021,1,3,22,21,23.8,7.12,,,
2147,2147,MP,2021,1,3,22,22,4.6,6.08,,,
2148,2148,MP,2021,1,3,22,26,8.4,6.44,,,
2149,2149,ROCKFALL,2021,1,3,22,27,20.56,46.32,,,
2150,2150,MP,2021,1,3,22,29,21.32,6.44,,,
2151,2151,MP,2021,1,3,22,29,54.52,8.48,,,
2152,2152,MP,2021,1,3,22,31,37.4,5.8,,,
2153,2153,MP,2021,1,3,22,32,3.2,6.72,,,
2154,2154,MP,2021,1,3,22,32,33.92,6.36,,,
2155,2155,MP,2021,1,3,22,33,6.48,6.2,,,
2156,2156,MP,2021,1,3,22,33,52.16,7.2,,,
2157,2157,MP,2021,1,3,22,36,49.68,6.36,,,
2158,2158,MP,2021,1,3,22,36,53.24,8.16,,,
2159,2159,MP,2021,1,3,22,42,32.4,7.56,,,
2160,2160,MP,2021,1,3,22,49,27.4,6.16,,,
2161,2161,MP,2021,1,3,22,50,26.96,7.04,,,
2162,2162,MP,2021,1,3,22,53,1.48,6.92,,,
2163,2163,MP,2021,1,3,22,54,49.32,5.92,,,
2164,2164,VTB,2021,1,3,22,56,45.84,13.68,,,
2165,2165,VTB,2021,1,3,22,56,48.16,14.84,,,
2166,2166,MP,2021,1,3,22,57,21.2,7.24,,,
2167,2167,VTB,2021,1,3,23,0,30.4,18.48,,,
2168,2168,VTB,2021,1,3,23,2,2.96,20.68,,,
2169,2169,MP,2021,1,3,23,2,51.64,6.12,,,
2170,2170,VTB,2021,1,3,23,3,31.24,17.56,,,
2171,2171,MP,2021,1,3,23,5,18.48,6.84,,,
2172,2172,MP,2021,1,3,23,5,29.96,7.56,,,
2173,2173,GASBURST,2021,1,3,23,12,22.0,12.0,,,
2174,2174,MP,2021,1,3,23,14,12.36,7.8,,,
2175,2175,MP,2021,1,3,23,15,5.04,8.92,,,
2176,2176,MP,2021,1,3,23,19,10.28,6.16,,,
2177,2177,ROCKFALL,2021,1,3,23,19,39.84,42.28,,,
2178,2178,MP,2021,1,3,23,22,38.84,6.76,,,
2179,2179,GASBURST,2021,1,3,23,23,50.32,10.12,,,
2180,2180,GASBURST,2021,1,3,23,29,2.36,11.52,,,
2181,2181,MP,2021,1,3,23,29,44.24,7.2,,,
2182,2182,MP,2021,1,3,23,33,55.92,8.04,,,
2183,2183,MP,2021,1,3,23,34,8.4,7.36,,,
2184,2184,MP,2021,1,3,23,36,24.84,9.0,,,
2185,2185,MP,2021,1,3,23,36,42.0,6.8,,,
2186,2186,MP,2021,1,3,23,38,4.56,7.32,,,
2187,2187,ROCKFALL,2021,1,3,23,38,23.84,50.28,,,
2188,2188,GASBURST,2021,1,3,23,39,49.96,13.08,,,
2189,2189,MP,2021,1,3,23,40,40.6,5.96,,,
2190,2190,MP,2021,1,3,23,42,26.2,6.12,,,
2191,2191,MP,2021,1,3,23,48,52.76,7.0,,,
2192,2192,MP,2021,1,3,23,50,25.6,7.6,,,
2193,2193,MP,2021,1,3,23,50,55.6,6.92,,,
2194,2194,GASBURST,2021,1,4,0,2,17.6,9.2,,,
2195,2195,GASBURST,2021,1,4,0,7,54.68,11.96,,,
2196,2196,MP,2021,1,4,0,17,11.16,6.72,,,
2197,2197,MP,2021,1,4,0,19,42.68,8.44,,,
2198,2198,MP,2021,1,4,0,20,26.4,7.32,,,
2199,2199,ROCKFALL,2021,1,4,0,22,9.24,70.0,,,
2200,2200,ROCKFALL,2021,1,4,0,26,14.04,42.2,,,
2201,2201,MP,2021,1,4,0,30,29.96,27.96,,,
2202,2202,GASBURST,2021,1,4,0,34,39.64,8.36,,,
2203,2203,MP,2021,1,4,0,35,53.36,7.32,,,
2204,2204,GASBURST,2021,1,4,0,42,43.88,14.12,,,
2205,2205,MP,2021,1,4,0,43,54.2,5.8,,,
2206,2206,MP,2021,1,4,0,44,44.36,6.8,,,
2207,2207,GASBURST,2021,1,4,0,45,54.04,12.32,,,
2208,2208,MP,2021,1,4,0,50,23.64,5.8,,,
2209,2209,MP,2021,1,4,0,53,13.96,7.24,,,
2210,2210,VTB,2021,1,4,0,53,38.32,18.0,,,
2211,2211,MP,2021,1,4,0,53,57.48,7.88,,,
2212,2212,MP,2021,1,4,0,54,41.08,6.12,,,
2214,2214,VTB,2021,1,4,0,55,13.8,15.88,,,
2215,2215,GASBURST,2021,1,4,0,55,53.88,11.88,,,
2216,2216,ROCKFALL,2021,1,4,0,56,32.88,29.52,,,
2217,2217,MP,2021,1,4,0,57,18.48,7.08,,,
2218,2218,MP,2021,1,4,1,1,21.48,6.08,,,
2219,2219,MP,2021,1,4,1,1,27.8,5.88,,,
2220,2220,MP,2021,1,4,1,1,36.6,6.52,,,
2221,2221,MP,2021,1,4,1,2,21.24,6.16,,,
2222,2222,MP,2021,1,4,1,2,48.76,6.56,,,
2223,2223,MP,2021,1,4,1,3,32.8,6.92,,,
2224,2224,MP,2021,1,4,1,4,53.2,6.44,,,
2225,2225,MP,2021,1,4,1,6,4.16,7.8,,,
2226,2226,MP,2021,1,4,1,7,41.2,6.24,,,
2227,2227,MP,2021,1,4,1,8,30.64,7.12,,,
2228,2228,MP,2021,1,4,1,10,42.52,5.76,,,
2229,2229,MP,2021,1,4,1,11,1.12,6.56,,,
2230,2230,MP,2021,1,4,1,11,18.04,7.16,,,
2231,2231,GASBURST,2021,1,4,1,16,43.04,7.96,,,
2232,2232,GASBURST,2021,1,4,1,17,3.0,11.32,,,
2233,2233,VTB,2021,1,4,1,17,34.12,33.8,,,
2234,2234,MP,2021,1,4,1,18,41.88,5.76,,,
2235,2235,MP,2021,1,4,1,20,39.8,5.52,,,
2236,2236,MP,2021,1,4,1,20,52.52,6.04,,,
2237,2237,ROCKFALL,2021,1,4,1,21,12.4,8.8,,,
2238,2238,ROCKFALL,2021,1,4,1,21,12.4,8.8,,,
2239,2239,MP,2021,1,4,1,22,26.56,5.6,,,
2240,2240,MP,2021,1,4,1,23,18.0,9.76,,,
2241,2241,MP,2021,1,4,1,27,32.0,7.44,,,
2242,2242,MP,2021,1,4,1,27,52.92,5.88,,,
2243,2243,MP,2021,1,4,1,28,46.2,8.68,,,
2244,2244,MP,2021,1,4,1,29,6.68,8.28,,,
2245,2245,MP,2021,1,4,1,30,23.6,7.0,,,
2246,2246,VTB,2021,1,4,1,31,1.48,15.56,,,
2247,2247,MP,2021,1,4,1,33,22.32,6.32,,,
2248,2248,MP,2021,1,4,1,34,53.96,12.12,,,
2249,2249,MP,2021,1,4,1,35,38.0,7.64,,,
2251,2251,VTB,2021,1,4,1,37,17.76,55.88,,,
2252,2252,MP,2021,1,4,1,40,2.72,5.68,,,
2253,2253,VTB,2021,1,4,1,40,27.08,9.64,,,
2254,2254,VTB,2021,1,4,1,40,39.88,14.0,,,
2255,2255,MP,2021,1,4,1,41,41.4,7.44,,,
2256,2256,VTB,2021,1,4,1,43,40.8,15.2,,,
2257,2257,VTB,2021,1,4,1,44,55.96,27.16,,,
2258,2258,MP,2021,1,4,1,45,37.24,9.92,,,
2259,2259,MP,2021,1,4,1,48,50.92,7.0,,,
2260,2260,MP,2021,1,4,1,49,29.16,6.96,,,
2261,2261,MP,2021,1,4,1,50,52.76,7.08,,,
2262,2262,MP,2021,1,4,1,51,17.6,4.52,,,
2263,2263,MP,2021,1,4,1,52,11.84,5.44,,,
2264,2264,MP,2021,1,4,1,53,24.8,11.24,,,
2265,2265,VTB,2021,1,4,1,53,50.88,12.0,,,
2266,2266,MP,2021,1,4,1,56,26.32,7.28,,,
2267,2267,ROCKFALL,2021,1,4,1,57,5.56,38.8,,,
2268,2268,ROCKFALL,2021,1,4,1,59,10.64,19.92,,,
2269,2269,MP,2021,1,4,1,59,44.4,4.84,,,
2270,2270,ROCKFALL,2021,1,4,2,1,57.32,12.12,,,
2271,2271,ROCKFALL,2021,1,4,2,1,57.64,11.56,,,
2272,2272,MP,2021,1,4,2,3,47.68,5.88,,,
2273,2273,MP,2021,1,4,2,4,33.2,6.4,,,
2274,2274,GASBURST,2021,1,4,2,5,7.48,10.96,,,
2275,2275,ROCKFALL,2021,1,4,2,10,9.64,61.6,,,
2276,2276,ROCKFALL,2021,1,4,2,16,15.32,96.4,,,
2277,2277,GASBURST,2021,1,4,2,20,22.72,12.4,,,
2278,2278,ROCKFALL,2021,1,4,2,20,48.32,55.8,,,
2279,2279,MP,2021,1,4,2,22,55.88,6.8,,,
2280,2280,MP,2021,1,4,2,27,48.44,6.04,,,
2281,2281,ROCKFALL,2021,1,4,2,29,32.08,40.64,,,
2282,2282,MP,2021,1,4,2,40,12.64,3.36,,,
2283,2283,ROCKFALL,2021,1,4,2,43,39.08,12.92,,,
2285,2285,MP,2021,1,4,2,49,30.64,6.2,,,
2286,2286,GASBURST,2021,1,4,2,50,31.92,10.68,,,
2287,2287,ROCKFALL,2021,1,4,2,50,46.08,27.52,,,
2288,2288,GASBURST,2021,1,4,2,52,8.48,11.6,,,
2289,2289,ROCKFALL,2021,1,4,2,53,33.4,86.44,,,
2290,2290,MP,2021,1,4,3,1,8.0,6.52,,,
2291,2291,VTB,2021,1,4,3,4,52.8,13.64,,,
2292,2292,MP,2021,1,4,3,6,25.6,5.48,,,
2293,2293,MP,2021,1,4,3,7,53.24,4.56,,,
2294,2294,MP,2021,1,4,3,8,24.52,7.04,,,
2295,2295,GASBURST,2021,1,4,3,13,18.0,7.64,,,
2296,2296,GASBURST,2021,1,4,3,15,1.12,12.88,,,
2297,2297,MP,2021,1,4,3,24,23.0,5.44,,,
2298,2298,MP,2021,1,4,3,24,47.28,7.72,,,
2299,2299,MP,2021,1,4,3,25,21.68,6.64,,,
2300,2300,ROCKFALL,2021,1,4,3,27,31.48,19.84,,,
2301,2301,GASBURST,2021,1,4,3,28,56.52,9.68,,,
2302,2302,GASBURST,2021,1,4,3,37,26.12,8.8,,,
2303,2303,GASBURST,2021,1,4,3,38,23.48,11.6,,,
2304,2304,MP,2021,1,4,3,44,6.76,8.68,,,
2305,2305,GASBURST,2021,1,4,3,45,34.04,42.4,,,
2306,2306,MP,2021,1,4,3,49,4.88,6.64,,,
2307,2307,MP,2021,1,4,3,50,25.4,7.68,,,
2308,2308,MP,2021,1,4,3,50,48.72,6.76,,,
2309,2309,MP,2021,1,4,3,57,43.52,5.36,,,
2310,2310,ROCKFALL,2021,1,4,3,58,11.96,61.24,,,
2311,2311,GASBURST,2021,1,4,4,5,11.44,11.0,,,
2312,2312,ROCKFALL,2021,1,4,4,6,13.28,38.32,,,
2313,2313,GASBURST,2021,1,4,4,7,38.72,8.8,,,
2314,2314,GASBURST,2021,1,4,4,11,27.68,7.44,,,
2315,2315,ROCKFALL,2021,1,4,4,18,2.04,14.48,,,
2316,2316,GASBURST,2021,1,4,4,20,31.72,8.6,,,
2317,2317,MP,2021,1,4,4,25,14.84,4.88,,,
2318,2318,ROCKFALL,2021,1,4,4,26,31.32,40.0,,,
2319,2319,MP,2021,1,4,4,29,21.2,5.8,,,
2320,2320,ROCKFALL,2021,1,4,4,30,22.12,36.52,,,
2321,2321,GASBURST,2021,1,4,4,35,8.6,8.68,,,
2322,2322,GASBURST,2021,1,4,4,42,20.08,11.44,,,
2323,2323,MP,2021,1,4,4,57,25.6,8.28,,,
2324,2324,MP,2021,1,4,5,1,7.64,6.28,,,
2325,2325,MP,2021,1,4,5,2,43.84,7.52,,,
2326,2326,ROCKFALL,2021,1,4,5,5,39.88,80.0,,,
2327,2327,MP,2021,1,4,5,12,52.56,5.88,,,
2328,2328,MP,2021,1,4,5,14,0.2,6.2,,,
2329,2329,MP,2021,1,4,5,16,36.08,7.04,,,
2330,2330,MP,2021,1,4,5,17,18.28,9.64,,,
2331,2331,MP,2021,1,4,5,20,11.32,6.84,,,
2332,2332,ROCKFALL,2021,1,4,5,20,43.88,54.84,,,
2333,2333,MP,2021,1,4,5,25,33.56,7.04,,,
2334,2334,GASBURST,2021,1,4,5,26,47.48,10.96,,,
2335,2335,ROCKFALL,2021,1,4,5,33,16.76,47.12,,,
2336,2336,MP,2021,1,4,5,35,36.96,6.92,,,
2337,2337,MP,2021,1,4,5,52,47.32,7.48,,,
2338,2338,VTB,2021,1,4,5,53,22.16,16.72,,,
2339,2339,MP,2021,1,4,5,56,36.8,4.88,,,
2340,2340,VTB,2021,1,4,6,1,5.36,17.96,,,
2341,2341,VTB,2021,1,4,6,1,30.76,16.2,,,
2342,2342,VTB,2021,1,4,6,1,57.08,13.88,,,
2343,2343,VTB,2021,1,4,6,2,39.28,11.04,,,
2344,2344,MP,2021,1,4,6,2,58.28,4.96,,,
2345,2345,GASBURST,2021,1,4,6,4,57.28,15.96,,,
2346,2346,ROCKFALL,2021,1,4,6,6,31.68,56.4,,,
2347,2347,MP,2021,1,4,6,10,27.4,7.0,,,
2348,2348,MP,2021,1,4,6,11,27.36,4.64,,,
2349,2349,MP,2021,1,4,6,13,20.28,6.56,,,
2350,2350,MP,2021,1,4,6,16,34.56,10.8,,,
2351,2351,MP,2021,1,4,6,17,52.4,6.24,,,
2352,2352,MP,2021,1,4,6,17,58.84,6.48,,,
2353,2353,MP,2021,1,4,6,20,17.64,7.6,,,
2355,2355,MP,2021,1,4,6,21,0.32,10.28,,,
2356,2356,MP,2021,1,4,6,22,41.04,5.32,,,
2357,2357,MP,2021,1,4,6,23,28.4,9.24,,,
2358,2358,VTB,2021,1,4,6,23,59.24,12.24,,,
2359,2359,MP,2021,1,4,6,25,46.68,6.28,,,
2360,2360,VTB,2021,1,4,6,27,12.8,10.16,,,
2361,2361,MP,2021,1,4,6,28,49.44,8.56,,,
2362,2362,MP,2021,1,4,6,31,42.2,3.64,,,
2363,2363,MP,2021,1,4,6,33,15.68,5.92,,,
2364,2364,MP,2021,1,4,6,34,4.08,8.92,,,
2365,2365,VTB,2021,1,4,6,37,14.64,13.64,,,
2366,2366,MP,2021,1,4,6,40,17.08,7.56,,,
2367,2367,MP,2021,1,4,6,43,15.68,6.92,,,
2368,2368,GASBURST,2021,1,4,6,43,58.08,11.96,,,
2369,2369,MP,2021,1,4,6,47,53.68,6.8,,,
2370,2370,GASBURST,2021,1,4,6,49,7.52,10.6,,,
2371,2371,MP,2021,1,4,6,55,7.2,10.44,,,
2372,2372,MP,2021,1,4,7,4,20.32,7.96,,,
2373,2373,ROCKFALL,2021,1,4,7,4,52.6,35.12,,,
2374,2374,VTB,2021,1,4,7,9,3.2,13.84,,,
2375,2375,MP,2021,1,4,7,10,3.28,5.2,,,
2376,2376,MP,2021,1,4,7,12,37.4,8.68,,,
2377,2377,VTB,2021,1,4,7,12,47.28,13.84,,,
2378,2378,MP,2021,1,4,7,16,17.52,4.96,,,
2379,2379,GASBURST,2021,1,4,7,16,28.52,9.96,,,
2380,2380,VTB,2021,1,4,7,18,1.88,16.92,,,
2381,2381,MP,2021,1,4,7,22,19.64,6.96,,,
2382,2382,MP,2021,1,4,7,23,0.48,7.04,,,
2383,2383,GASBURST,2021,1,4,7,24,52.84,11.44,,,
2384,2384,GASBURST,2021,1,4,7,27,47.0,15.04,,,
2385,2385,MP,2021,1,4,7,35,37.84,9.6,,,
2386,2386,VTB,2021,1,4,7,37,41.8,16.92,,,
2387,2387,MP,2021,1,4,7,43,53.84,7.16,,,
2388,2388,MP,2021,1,4,7,48,10.12,9.12,,,
2389,2389,MP,2021,1,4,7,52,34.12,7.36,,,
2390,2390,GASBURST,2021,1,4,7,57,52.92,13.28,,,
2391,2391,GASBURST,2021,1,4,8,1,23.64,12.76,,,
2392,2392,MP,2021,1,4,8,4,36.92,5.72,,,
2393,2393,MP,2021,1,4,8,5,12.48,8.32,,,
2394,2394,MP,2021,1,4,8,13,55.4,6.88,,,
2395,2395,ROCKFALL,2021,1,4,8,15,28.6,20.48,,,
2396,2396,GASBURST,2021,1,4,8,20,48.72,11.88,,,
2397,2397,MP,2021,1,4,8,21,21.52,7.2,,,
2398,2398,ROCKFALL,2021,1,4,8,27,41.28,14.92,,,
2399,2399,GASBURST,2021,1,4,8,36,2.04,11.88,,,
2400,2400,ROCKFALL,2021,1,4,8,58,4.04,14.44,,,
2401,2401,GASBURST,2021,1,4,8,59,19.8,12.4,,,
2402,2402,MP,2021,1,4,9,3,6.72,5.0,,,
2403,2403,GASBURST,2021,1,4,9,3,24.6,12.68,,,
2404,2404,GASBURST,2021,1,4,9,3,24.8,11.2,,,
2405,2405,MP,2021,1,4,9,3,50.8,8.92,,,
2406,2406,MP,2021,1,4,9,7,9.12,5.88,,,
2407,2407,VTB,2021,1,4,9,11,21.0,21.88,,,
2408,2408,MP,2021,1,4,9,13,13.0,7.08,,,
2409,2409,MP,2021,1,4,9,17,15.28,7.04,,,
2410,2410,GASBURST,2021,1,4,9,18,54.48,13.44,,,
2411,2411,VTB,2021,1,4,9,21,20.28,41.6,,,
2412,2412,MP,2021,1,4,9,22,7.4,5.12,,,
2413,2413,TECT,2021,1,4,9,22,43.04,70.84,,,
2414,2414,VTB,2021,1,4,9,24,56.6,42.72,,,
2415,2415,MP,2021,1,4,9,28,13.08,5.64,,,
2416,2416,MP,2021,1,4,9,28,32.52,5.92,,,
2417,2417,MP,2021,1,4,9,28,41.92,7.6,,,
2418,2418,MP,2021,1,4,9,28,49.44,10.36,,,
2419,2419,GASBURST,2021,1,4,9,29,43.24,15.64,,,
2420,2420,VTB,2021,1,4,9,31,22.52,25.0,,,
2421,2421,GASBURST,2021,1,4,9,32,20.92,15.8,,,
2422,2422,MP,2021,1,4,9,33,14.12,8.72,,,
2423,2423,GASBURST,2021,1,4,9,33,33.2,18.32,,,
2424,2424,MP,2021,1,4,9,34,31.2,6.68,,,
2425,2425,MP,2021,1,4,9,35,26.52,8.72,,,
2426,2426,MP,2021,1,4,9,35,43.2,7.28,,,
2427,2427,VTB,2021,1,4,9,35,51.0,11.84,,,
2428,2428,MP,2021,1,4,9,36,23.48,6.32,,,
